#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,,,,,,,,,
GCA_000304695.1,PRJNA53409,SAMN00761221,AMEI00000000.1,na,903905,470,Acinetobacter baumannii IS-235,strain=IS-235,na,latest,Contig,Major,Full,2012/10/9,gacin17v1.0,Walter Reed Army Institute of Research,GCF_000304695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/695/GCA_000304695.1_gacin17v1.0,na,na,na,haploid,bacteria,4060387,4060387,39,0,76,76,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/9,4054,3981,73,26195261,,,,,,,,,
GCA_000305215.1,PRJNA53401,SAMN00761203,AMDE00000000.1,na,903901,470,Acinetobacter baumannii OIFC074,strain=OIFC074,na,latest,Contig,Major,Full,2012/10/11,gacin13v1.0,Walter Reed Army Institute of Research,GCF_000305215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/215/GCA_000305215.1_gacin13v1.0,na,na,na,haploid,bacteria,3935888,3935888,39,0,66,66,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/11,3897,3815,82,26195261,,,,,,,,,
GCA_000305235.1,PRJNA53403,SAMN00761228,AMDF00000000.1,na,903902,470,Acinetobacter baumannii OIFC098,strain=OIFC098,na,latest,Contig,Major,Full,2012/10/11,gacin14v1.0,Walter Reed Army Institute of Research,GCF_000305235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/235/GCA_000305235.1_gacin14v1.0,na,na,na,haploid,bacteria,3812112,3812112,39,0,72,72,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/11,3732,3659,73,26195261,,,,,,,,,
GCA_000305275.1,PRJNA53419,SAMN00761230,AMFL00000000.1,na,903910,470,Acinetobacter baumannii OIFC110,strain=OIFC110,na,latest,Contig,Major,Full,2012/10/11,gacin22v1.0,Walter Reed Army Institute of Research,GCF_000305275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/275/GCA_000305275.1_gacin22v1.0,na,na,na,haploid,bacteria,3981666,3981666,39,0,53,53,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/11,3907,3818,89,26195261,,,,,,,,,
GCA_000305295.1,PRJNA53407,SAMN00761220,AMDR00000000.1,na,903904,470,Acinetobacter baumannii Naval-13,strain=Naval-13,na,latest,Contig,Major,Full,2012/10/11,gacin16v1.0,Walter Reed Army Institute of Research,GCF_000305295.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/305/295/GCA_000305295.1_gacin16v1.0,na,na,na,haploid,bacteria,4107737,4107737,39,0,64,64,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/11,4055,3948,107,26195261,,,,,,,,,
GCA_000307895.1,PRJNA53413,SAMN00761223,AMFH00000000.1,na,903907,470,Acinetobacter baumannii OIFC0162,strain=OIFC0162,na,latest,Contig,Major,Full,2012/10/9,gacin19v1.0,Walter Reed Army Institute of Research,GCF_000307895.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/895/GCA_000307895.1_gacin19v1.0,na,na,na,haploid,bacteria,4078399,4078399,39,0,55,55,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/9,3929,3856,73,26195261,,,,,,,,,
GCA_000307975.2,PRJNA173033,SAMN02471421,na,na,1224747,470,Acinetobacter baumannii AC30,strain=AC30,na,latest,Complete Genome,Major,Full,2014/4/22,ASM30797v2,Universiti Sultan Zainal Abidin,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/975/GCA_000307975.2_ASM30797v2,contaminated; missing tRNA genes,na,na,haploid,bacteria,3922859,3922859,39,4,4,4,NCBI,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),2014/4/18,3729,3660,51,26779129,,,,,,,,,
GCA_000309095.1,PRJNA53459,SAMN00761219,AMFS00000000.1,na,903929,470,Acinetobacter baumannii OIFC087,strain=OIFC087,na,latest,Contig,Major,Full,2012/10/31,gacin42v1.0,Walter Reed Army Institute of Research,GCF_000309095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/095/GCA_000309095.1_gacin42v1.0,na,na,na,haploid,bacteria,4004682,4004682,39,0,96,96,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/31,4010,3922,88,26195261,,,,,,,,,
GCA_000309115.1,PRJNA53465,SAMN00761244,AMFV00000000.1,na,903932,470,Acinetobacter baumannii OIFC065,strain=OIFC065,na,latest,Contig,Major,Full,2012/10/31,gacin45v1.0,Walter Reed Army Institute of Research,GCF_000309115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/115/GCA_000309115.1_gacin45v1.0,na,na,na,haploid,bacteria,4029646,4029646,39,0,54,54,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/31,3966,3893,73,26195261,,,,,,,,,
GCA_000309135.1,PRJNA53461,SAMN00761236,AMFT00000000.1,na,903930,470,Acinetobacter baumannii OIFC099,strain=OIFC099,na,latest,Contig,Major,Full,2012/10/31,gacin43v1.0,Walter Reed Army Institute of Research,GCF_000309135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/135/GCA_000309135.1_gacin43v1.0,na,na,na,haploid,bacteria,3918177,3918177,39,0,75,75,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/31,3823,3748,75,26195261,,,,,,,,,
GCA_000309155.1,PRJNA53471,SAMN00761246,AMFY00000000.1,na,903935,470,Acinetobacter baumannii OIFC111,strain=OIFC111,na,latest,Contig,Major,Full,2012/10/31,gacin48v1.0,Walter Reed Army Institute of Research,GCF_000309155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/155/GCA_000309155.1_gacin48v1.0,na,na,na,haploid,bacteria,3988061,3988061,39,0,44,44,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/31,3847,3732,115,26195261,,,,,,,,,
GCA_000309195.1,PRJNA53445,SAMN00761242,AMSY00000000.1,na,903923,470,Acinetobacter baumannii Naval-21,strain=Naval-21,na,latest,Contig,Major,Full,2012/10/31,gacin35v1.0,Walter Reed Army Institute of Research,GCF_000309195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/195/GCA_000309195.1_gacin35v1.0,na,na,na,haploid,bacteria,3923796,3923796,39,0,75,75,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/31,3904,3829,75,26195261,,,,,,,,,
GCA_000309215.1,PRJNA53449,SAMN00761243,AMTA00000000.1,na,903925,470,Acinetobacter baumannii WC-A-694,strain=WC-A-694,na,latest,Contig,Major,Full,2012/10/31,gacin37v1.0,Walter Reed Army Institute of Research,GCF_000309215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/215/GCA_000309215.1_gacin37v1.0,na,na,na,haploid,bacteria,4008103,4008103,39,0,82,82,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/31,3941,3830,111,26195261,,,,,,,,,
GCA_000309235.1,PRJNA53451,SAMN00761235,AMTB00000000.1,na,903926,470,Acinetobacter baumannii OIFC035,strain=OIFC035,na,latest,Contig,Major,Full,2012/10/31,gacin38v1.0,Walter Reed Army Institute of Research,GCF_000309235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/235/GCA_000309235.1_gacin38v1.0,na,na,na,haploid,bacteria,3972611,3972611,39,0,44,44,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/31,3814,3741,73,26195261,,,,,,,,,
GCA_000309275.1,PRJNA53447,SAMN00761234,AMSZ00000000.1,na,903924,470,Acinetobacter baumannii Canada BC1,strain=Canada BC1,na,latest,Contig,Major,Full,2012/10/31,gacin36v1.0,Walter Reed Army Institute of Research,GCF_000309275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/309/275/GCA_000309275.1_gacin36v1.0,na,na,na,haploid,bacteria,3936404,3936404,39,0,66,66,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/10/31,3910,3825,85,26195261,,,,,,,,,
GCA_000314635.1,PRJNA53437,SAMN00761224,AMZT00000000.1,na,903919,470,Acinetobacter baumannii WC-348,strain=WC-348,na,latest,Contig,Major,Full,2012/11/26,gacin31v1.0,Walter Reed Army Institute of Research,GCF_000314635.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/314/635/GCA_000314635.1_gacin31v1.0,na,na,na,haploid,bacteria,4108488,4108488,39,0,61,61,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2012/11/26,3977,3897,80,26195261,,,,,,,,,
GCA_000335595.1,PRJNA53475,SAMN00761248,AMGA00000000.1,na,903937,470,Acinetobacter baumannii AA-014,strain=AA-014,na,latest,Contig,Major,Full,2013/2/1,gacin50v1.0,Walter Reed Army Institute of Research,GCF_000335595.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/595/GCA_000335595.1_gacin50v1.0,na,na,na,haploid,bacteria,3857932,3857932,39,0,61,61,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2013/2/1,3719,3618,101,26195261,,,,,,,,,
GCA_000335635.1,PRJNA53467,SAMN00761250,AMFW00000000.1,na,903933,470,Acinetobacter baumannii OIFC047,strain=OIFC047,na,latest,Contig,Major,Full,2013/2/1,gacin46v1.0,Walter Reed Army Institute of Research,GCF_000335635.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/335/635/GCA_000335635.1_gacin46v1.0,na,na,na,haploid,bacteria,3740684,3740684,39,0,39,39,Walter Reed Army Institute of Research,Annotation submitted by Walter Reed Army Institute of Research,2013/2/1,3578,3505,73,26195261,,,,,,,,,
GCA_000341985.1,PRJNA185251,SAMN02469980,AODW00000000.1,na,1278070,470,Acinetobacter baumannii MSP4-16,strain=MSP4-16,na,latest,Contig,Major,Full,2013/2/26,Whole genome assembly,Institute of Microbial Technology (IMTECH), Chandigarh, India 160036,GCF_000341985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/985/GCA_000341985.1_Whole_genome_assembly,na,na,na,haploid,bacteria,3944542,3944542,39,0,53,53,Institute of Microbial Technology (IMTECH), Chandigarh, India 160036,Annotation submitted by Institute of Microbial Technology (IMTECH), Chandigarh, India 160036,2013/2/26,3819,3749,70,23558533,,,
GCA_000342065.1,PRJNA172835,SAMN02471174,ANNC00000000.1,na,1222031,470,Acinetobacter baumannii AB1H8,strain=AB1H8,na,latest,Contig,Major,Full,2013/2/26,454,The University of Hong Kong,GCF_000342065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/342/065/GCA_000342065.1_454,na,na,na,haploid,bacteria,3993780,3993780,39,0,69,69,The University of Hong Kong,Annotation submitted by The University of Hong Kong,2013/2/26,0,0,0,23723398,,,,,,,,,
GCA_000353915.1,PRJNA172976,SAMN02470689,APBM00000000.1,na,1224165,470,Acinetobacter baumannii ABNIH25,strain=ABNIH25,na,latest,Contig,Major,Full,2013/4/5,ABNIH25_1,NISC,GCF_000353915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/353/915/GCA_000353915.1_ABNIH25_1,na,na,na,haploid,bacteria,3900156,3900156,39,0,88,88,NISC,Annotation submitted by NISC,2013/4/5,3757,3692,65,23564252,,,,,,,,,
GCA_000367885.1,PRJNA183334,SAMN01087912,APOF00000000.1,na,1217646,470,Acinetobacter baumannii NIPH 24,strain=NIPH 24,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_24_V1,Broad Institute,GCF_000367885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/367/885/GCA_000367885.1_Acin_baum_NIPH_24_V1,na,na,na,haploid,bacteria,3893975,3889200,39,0,12,22,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3695,3608,87,na,,,,,,,,,
GCA_000368105.1,PRJNA183321,SAMN01828181,APOQ00000000.1,na,1217643,470,Acinetobacter baumannii NIPH 1669,strain=NIPH 1669,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_1669_V1,Broad Institute,GCF_000368105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/105/GCA_000368105.1_Acin_baum_NIPH_1669_V1,na,na,na,haploid,bacteria,3881119,3861243,39,0,6,21,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3662,3577,85,na,,,,,,,,,
GCA_000368125.1,PRJNA183320,SAMN01828180,APOR00000000.1,na,1217642,470,Acinetobacter baumannii NIPH 1362,strain=NIPH 1362,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_1362_V1,Broad Institute,GCF_000368125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/125/GCA_000368125.1_Acin_baum_NIPH_1362_V1,na,na,na,haploid,bacteria,4112926,4086366,39,0,8,32,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3943,3863,80,na,,,,,,,,,
GCA_000368185.1,PRJNA183317,SAMN01828177,APOU00000000.1,na,1217639,470,Acinetobacter baumannii NIPH 146,strain=NIPH 146,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_146_V1,Broad Institute,GCF_000368185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/185/GCA_000368185.1_Acin_baum_NIPH_146_V1,na,na,na,haploid,bacteria,3953145,3933401,39,0,1,27,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3722,3641,81,na,,,,,,,,,
GCA_000368205.1,PRJNA183316,SAMN01828176,APOV00000000.1,na,1217641,470,Acinetobacter baumannii NIPH 615,strain=NIPH 615,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_615_V1,Broad Institute,GCF_000368205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/205/GCA_000368205.1_Acin_baum_NIPH_615_V1,na,na,na,haploid,bacteria,3973846,3941555,39,0,12,39,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3830,3740,90,na,,,,,,,,,
GCA_000368225.1,PRJNA183315,SAMN01828175,APOW00000000.1,na,1217645,470,Acinetobacter baumannii NIPH 2061,strain=NIPH 2061,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_2061_V1,Broad Institute,GCF_000368225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/225/GCA_000368225.1_Acin_baum_NIPH_2061_V1,na,na,na,haploid,bacteria,3985488,3970958,39,0,12,20,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3814,3737,77,na,,,,,,,,,
GCA_000368245.1,PRJNA183314,SAMN01828174,APOX00000000.1,na,1217644,470,Acinetobacter baumannii NIPH 1734,strain=NIPH 1734,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_1734_V1,Broad Institute,GCF_000368245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/245/GCA_000368245.1_Acin_baum_NIPH_1734_V1,na,na,na,haploid,bacteria,3974764,3914908,39,0,11,28,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3738,3675,63,na,,,,,,,,,
GCA_000368525.1,PRJNA183300,SAMN01828165,APPL00000000.1,na,1217640,470,Acinetobacter baumannii NIPH 190,strain=NIPH 190,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_190_V1,Broad Institute,GCF_000368525.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/525/GCA_000368525.1_Acin_baum_NIPH_190_V1,na,na,na,haploid,bacteria,3949859,3899398,39,0,11,48,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3862,3782,80,na,,,,,,,,,
GCA_000368545.1,PRJNA183299,SAMN01087913,APPM00000000.1,na,1217647,470,Acinetobacter baumannii NIPH 60,strain=NIPH 60,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_60_V1,Broad Institute,GCF_000368545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/368/545/GCA_000368545.1_Acin_baum_NIPH_60_V1,na,na,na,haploid,bacteria,3981253,3946627,39,0,33,65,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3855,3763,92,na,,,,,,,,,
GCA_000369165.1,PRJNA183260,SAMN01828151,APQV00000000.1,na,1217630,470,Acinetobacter baumannii NIPH 201,strain=NIPH 201,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_201_V1,Broad Institute,GCF_000369165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/165/GCA_000369165.1_Acin_baum_NIPH_201_V1,na,na,na,haploid,bacteria,4134589,4110685,39,0,9,23,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3930,3840,90,na,,,,,,,,,
GCA_000369185.1,PRJNA183259,SAMN01828150,APQW00000000.1,na,1217635,470,Acinetobacter baumannii NIPH 527,strain=NIPH 527,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_527_V1,Broad Institute,GCF_000369185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/185/GCA_000369185.1_Acin_baum_NIPH_527_V1,na,na,na,haploid,bacteria,4188001,4152121,39,0,18,31,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,4027,3939,88,na,,,,,,,,,
GCA_000369205.1,PRJNA183258,SAMN01828149,APQX00000000.1,na,1217633,470,Acinetobacter baumannii NIPH 335,strain=NIPH 335,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_335_V1,Broad Institute,GCF_000369205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/205/GCA_000369205.1_Acin_baum_NIPH_335_V1,na,na,na,haploid,bacteria,3956965,3923854,39,0,15,29,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3830,3744,86,na,,,,,,,,,
GCA_000369225.1,PRJNA183257,SAMN01828148,APQY00000000.1,na,1217632,470,Acinetobacter baumannii NIPH 329,strain=NIPH 329,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_329_V1,Broad Institute,GCF_000369225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/225/GCA_000369225.1_Acin_baum_NIPH_329_V1,na,na,na,haploid,bacteria,4005748,3994296,39,0,8,14,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3807,3721,86,na,,,,,,,,,
GCA_000369245.1,PRJNA183256,SAMN01828147,APQZ00000000.1,na,1217637,470,Acinetobacter baumannii NIPH 601,strain=NIPH 601,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_601_V1,Broad Institute,GCF_000369245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/245/GCA_000369245.1_Acin_baum_NIPH_601_V1,na,na,na,haploid,bacteria,4059649,4021265,39,0,10,19,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3836,3736,100,na,,,,,,,,,
GCA_000369265.1,PRJNA183255,SAMN01828146,APRA00000000.1,na,1217627,470,Acinetobacter baumannii NIPH 67,strain=NIPH 67,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_67_V1,Broad Institute,GCF_000369265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/265/GCA_000369265.1_Acin_baum_NIPH_67_V1,na,na,na,haploid,bacteria,4050754,4047599,39,0,5,11,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3748,3658,90,na,,,,,,,,,
GCA_000369285.1,PRJNA183254,SAMN01828145,APRB00000000.1,na,1217636,470,Acinetobacter baumannii NIPH 528,strain=NIPH 528,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_528_V1,Broad Institute,GCF_000369285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/285/GCA_000369285.1_Acin_baum_NIPH_528_V1,na,na,na,haploid,bacteria,3878960,3869750,39,0,7,12,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3644,3562,82,na,,,,,,,,,
GCA_000369305.1,PRJNA183253,SAMN01828144,APRC00000000.1,na,1217628,470,Acinetobacter baumannii NIPH 70,strain=NIPH 70,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_70_V1,Broad Institute,GCF_000369305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/305/GCA_000369305.1_Acin_baum_NIPH_70_V1,na,na,na,haploid,bacteria,4062079,3926921,39,0,15,57,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3891,3810,81,na,,,,,,,,,
GCA_000369325.1,PRJNA183252,SAMN01828143,APRD00000000.1,na,1217631,470,Acinetobacter baumannii NIPH 290,strain=NIPH 290,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_290_V1,Broad Institute,GCF_000369325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/325/GCA_000369325.1_Acin_baum_NIPH_290_V1,na,na,na,haploid,bacteria,4026493,4022026,39.5,0,14,28,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3936,3846,90,na,,,,,,,,,
GCA_000369345.1,PRJNA183251,SAMN01828142,APRE00000000.1,na,1217629,470,Acinetobacter baumannii NIPH 80,strain=NIPH 80,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_NIPH_80_V1,Broad Institute,GCF_000369345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/345/GCA_000369345.1_Acin_baum_NIPH_80_V1,na,na,na,haploid,bacteria,4068647,3957396,39,0,9,89,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3971,3895,76,na,,,,,,,,,
GCA_000369365.1,PRJNA183250,SAMN01828141,APRF00000000.1,na,1217638,470,Acinetobacter baumannii ANC 4097,strain=ANC 4097,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_ANC_4097_V1,Broad Institute,GCF_000369365.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/365/GCA_000369365.1_Acin_baum_ANC_4097_V1,na,na,na,haploid,bacteria,4252583,4235983,39,0,19,31,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,4144,4057,87,na,,,,,,,,,
GCA_000369385.1,PRJNA183249,SAMN01828140,APRG00000000.1,na,575584,470,Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841,strain=CIP 70.34,na,latest,Scaffold,Major,Full,2013/4/19,Acin_baum_CIP_70_34T_V1,Broad Institute,GCF_000369385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/369/385/GCA_000369385.1_Acin_baum_CIP_70_34T_V1,na,assembly from type material,na,haploid,bacteria,4028903,4026363,39,0,23,32,Broad Institute,Annotation submitted by Broad Institute,2013/4/19,3866,3766,100,na,,,,,,,,,
